id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
0,,,,,,Sol,0,0,0,0,0,0,-26.7,4.85,G2V,0.656,0.000005,0,0,0,0,0,0,0,0,0,,,,1,0,,1,,,
676,677,358,15,,21Alp And,Alpheratz,0.139791,29.090432,29.7442,135.68,-162.95,-12,2.07,-0.297,B9p,-0.038,25.974572,0.951042,14.461264,-0.00000002,0.00001958,-0.0000265,0.0365971627080155,0.507723818465945,0.0000006577952018,-0.000000790003892,Alp,21,And,1,676,,114.498553469019,Alp,2.083,2.063
744,746,432,21,Gl 8,11Bet Cas,Caph,0.152887,59.14978,16.7842,523.39,-180.42,11.3,2.28,1.155,F2III-IV,0.38,8.600014,0.344589,14.409503,0.00001681,0.00004329,0.00000239,0.0400258528303233,1.03235840436763,0.0000025374663227,-0.000000874700842,Bet,11,Cas,1,744,,30.0607630262823,Bet,2.303,2.263
1065,1067,886,39,,88Gam Peg,Algenib,0.220598,15.183596,120.048,4.7,-8.24,4,2.83,-2.567,B2IV,-0.19,115.664183,6.687324,31.442127,0.00000504,0.00000303,-0.00000356,0.0577524133796261,0.265003740449339,0.000000022786243,-0.000000039948647,Gam,88,Peg,1,1065,,926.4031007364,Gam,2.846,2.816
1472,1475,1326,,Gl 15A,,Groombridge 34,0.306174,44.022954,3.5873,2888.92,410.58,12,8.09,10.316,M1V,1.56,2.571275,0.20667,2.493057,-0.00000017,0.00005039,0.00001366,0.0801562054445777,0.768345490295079,0.0000140058793803,0.000001990548009,,,And,1,1472,Gl  15,0.00651028498434861,GX,8.125,8.065
1544,1547,1502,,,,Citadelle,0.321407,14.054755,159.2357,75,-17.55,-9.5,8.36,2.35,K0,0.92,153.922235,12.982322,38.670219,-0.00001098,0.00005717,-0.0000155,0.0841441375897787,0.245301757508,0.0000003636102604,-0.0000000850848,,,Psc,1,1544,,10,,,
2076,2081,2261,99,,Alp Phe,Ankaa,0.438056,-42.305981,25.974,232.76,-353.64,75,2.4,0.327,K0III...,1.083,19.083654,2.198282,-17.483284,0.00002323,0.00003218,-0.00008456,0.114682902957825,-0.738378668832116,0.0000011284523229,-0.000001714495099,Alp,,Phe,1,2076,,64.4465984741688,,,
2241,2247,,,,,Felixvarela,0.476199,-16.226344,35.7015,-354.87,-228.26,0,9.62,6.857,K5V,1.128,34.013301,4.262471,-9.976163,-0.00000332,-0.00006231,-0.00003793,0.124668479989803,-0.283203130062436,-0.0000017204583082,-0.000001106635707,,,Cet,1,2241,,0.157470787728985,,9.675,9.565
2914,2920,3360,153,,17Zet Cas,Fulu,0.616188,53.896909,181.8182,17.77,-9.15,2,3.69,-2.608,B2IV,-0.196,105.743565,17.207892,146.901502,0.00000511,0.0000167,-0.0000031,0.161317681824672,0.940678523846054,0.000000086151391,-0.000000044360451,Zet,17,Cas,1,2914,,962.055219186215,,,
3172,3179,3712,168,,18Alp Cas,Schedar,0.675116,56.537331,69.979,50.36,-32.17,-4,2.24,-1.985,K0II-IIIvar,1.17,37.984817,6.784483,58.379619,0.00000374,0.00001802,-0.00000943,0.176744881331483,0.986762576310091,0.0000002441521695,-0.000000155964561,Alp,18,Cas,1,3172,,542.000890401624,Alp,2.25,2.23
3413,3419,4128,188,Gl 31,16Bet Cet,Diphda,0.72649,-17.986605,29.5334,232.79,32.71,13.3,2.04,-0.312,K0III,1.019,27.583638,5.310463,-9.119792,0.00000782,0.00003545,0.00000025,0.190194642230461,-0.313925470402652,0.000001128597767,0.000000158582554,Bet,16,Cet,1,3413,,116.091387012618,,,
3472,3479,4208,,GJ 9024,,Cocibolca,0.74073,-26.51568,32.3729,313.52,150,55.4,7.78,5.229,G5V,0.664,28.425119,5.582477,-14.452867,0.00005058,0.00006007,-0.00000423,0.193922720893699,-0.46278592082045,0.0000015199878513,0.00000072722052,,,Scl,1,3472,,0.705342414258096,,,
3759,3765,4628,222,Gl 33,,96 G. Psc,0.806382,5.280615,7.4549,758.04,-1141.22,-10,5.74,6.378,K2V,0.89,7.258368,1.555495,0.686093,-0.00001198,0.00002545,-0.00004201,0.211110318964211,0.0921641160815062,0.0000036750816241,-0.000005532790685,,,Psc,1,3759,,0.244793566619607,,,
3814,3821,4614,219,Gl 34A,24Eta Cas,Achird,0.81826,57.815187,5.9531,1087.11,-559.65,8.2,3.46,4.586,G0V SB,0.587,3.098462,0.674227,5.038376,0.00001105,0.00003451,-0.0000015,0.214219875507523,1.00906537697707,0.0000052704580027,-0.000002713259763,Eta,24,Cas,1,3814,Gl  34,1.27526370645973,Eta,3.507,3.457
3820,3829,,,Gl 35,,Van Maanen's Star,0.819416,5.38861,4.2626,1233.05,-2710.56,54,12.37,14.222,DG,0.554,4.146957,0.903519,0.400348,0.00005345,0.00003772,-0.00005057,0.214522514457021,0.0940489788001338,0.0000059779950881,-0.000013141165699,,,Psc,1,3820,,0.0001783199772233,,12.621,12.091
4412,4422,5395,265,,28Ups2Cas,Castula,0.944432,59.181056,61.2745,-92.56,-45.33,-47,4.62,0.684,G8III-IV,0.957,30.437701,7.68286,52.6216,-0.00000594,-0.00002986,-0.00004818,0.247251813494001,1.03290427404714,-0.0000004487435427,-0.000000219766041,Ups-2,28,Cas,1,4412,,46.3873966756031,,,
4417,4427,5394,264,,27Gam Cas,Cih,0.945143,60.71674,168.3502,25.65,-3.82,-7,2.15,-3.981,B0IV:evar,-0.046,79.836717,20.168018,146.837047,-0.00000589,0.0000201,-0.00000777,0.247437951103704,1.05970702895103,0.0000001243547091,-0.000000018519882,Gam,27,Cas,1,4417,,3407.21861659357,Gam,2.173,2.133
5044,5054,6434,,GJ 9037,,Nenque,1.077828,-39.488217,41.3736,-168.97,-527.71,22.4,7.72,4.636,G3IV,0.613,30.667693,8.890809,-26.310407,-0.00003822,-0.00004637,-0.00009625,0.282174668090335,-0.689199409089889,-0.000000819189676,-0.000002558410273,,,Phe,1,5044,,1.21786738489126,,,
5337,5348,6882,338,,Zet Phe,Wurren,1.139742,-55.24576,91.5751,21.17,29.7,15,3.94,-0.869,B6V + B0V,-0.12,49.896436,15.346501,-75.238648,0.00001595,0.00001474,-0.00000509,0.298383846056741,-0.964220411090449,0.0000001026350562,0.000000143989663,Zet,,Phe,1,5337,,193.909907861485,Zet,4.199,3.929
5436,5447,6860,337,Gl 53.3,43Bet And,Mirach,1.162194,35.620558,60.5327,175.59,-112.23,-0.8,2.07,-1.84,M0IIIvar,1.576,46.946371,14.741814,35.255129,0.00000223,0.00005471,-0.00002725,0.30426179273799,0.621696012069061,0.0000008512843417,-0.000000544106393,Bet,43,And,1,5436,,474.241985260245,,,
5517,5529,7199,,,,Emiw,1.179757,-66.188164,35.2983,111.79,-123.84,0,8.06,5.321,K0IV/V,0.849,13.576752,4.332049,-32.293578,-0.00002428,0.00001233,-0.00000856,0.308859744265618,-1.15520138844104,0.0000005419732135,-0.000000600393262,,,Tuc,1,5517,,0.648037294192291,,,
5725,5737,7344,361,,86Zet Psc,Revati,1.228857,7.575354,53.3049,141.66,-55.62,9,5.21,1.576,A7IV,0.32,50.128801,16.707567,7.027196,-0.00000112,0.00003821,-0.00001303,0.321713994386774,0.132214864533021,0.0000006867870599,-0.000000269653369,Zet,86,Psc,1,5725,,20.3985830026856,,5.256,5.036
6397,6411,8207,390,,46Xi  And,Adhil,1.372337,45.528778,65.7462,32.21,8.73,-13,4.87,0.781,K0III-IV,1.077,43.117698,16.194066,46.916563,-0.00001419,0.00000564,-0.00000754,0.359276883386757,0.794627076337047,0.0000001561584865,0.000000042324234,Xi,46,And,1,6397,,42.4228654922951,,,
6629,6643,8574,,,,Bélénos,1.420138,28.566693,44.5633,252.59,-158.59,0,7.12,3.875,F8,0.577,36.464195,14.218374,21.309341,-0.00000456,0.00005679,-0.00003009,0.371791224170162,0.498582853422369,0.0000012245908757,-0.000000768866015,,,Psc,1,6629,,2.45470891568503,,,
6672,6686,8538,403,,37Del Cas,Ruchbah,1.430216,60.235283,30.4785,297.24,-49.49,7,2.66,0.24,A5Vv SB,0.16,14.082378,5.53413,26.457567,-0.00000685,0.0000445,0.00000258,0.374429587276611,1.05130401557496,0.0000014410601841,-0.00000023993429,Del,37,Cas,1,6672,,69.8232404077171,Del,2.666,2.656
7083,7097,9270,437,,99Eta Psc,Alpherg,1.524725,15.345823,107.1811,25.73,-3.29,15,3.62,-1.531,G8III,0.974,95.233975,40.171366,28.364911,0.00000885,0.00001824,0.00000241,0.3991719864974,0.267835137434262,0.00000012474256,-0.00000001595037,Eta,99,Psc,1,7083,,356.779588288563,,,
7499,7513,9826,458,Gl 61,50Ups And,Titawin,1.613299,41.405459,13.4916,-172.57,-381.01,-28.7,4.1,3.45,F8V,0.536,9.229933,4.147969,8.92295,-0.00000042,-0.00001256,-0.0000381,0.422360683374025,0.722661584099715,-0.0000008366429685,-0.000001847188604,Ups,50,And,1,7499,,3.63078054770101,,,
7574,7588,10144,472,,Alp Eri,Achernar,1.628556,-57.236757,42.7533,88.02,-40.08,16,0.45,-2.705,B3Vp,-0.158,21.065573,9.568417,-35.951967,-0.00000584,0.00001738,-0.00001826,0.426355065913764,-0.998969869241576,0.0000004267330016,-0.000000194313323,Alp,,Eri,1,7574,,1051.96187382322,Alp,0.487,0.427
7593,7607,9927,464,,51    And,Nembus,1.633205,48.628213,54.3183,60.9,-112.42,16,3.59,-0.085,K3III,1.275,32.669331,14.886999,40.762548,0.00002341,0.00002829,-0.00000729,0.4275720594509,0.848722428009034,0.0000002952515315,-0.000000545027539,,51,And,1,7593,,94.1889596522841,,,
7736,7751,10360,486,Gl 66B,,p Eridani,1.663169,-56.1964,7.8223,286.1,16.66,22.5,5.76,6.293,K0V,0.88,3.945945,1.835674,-6.500103,0.00000751,0.00001546,-0.00001877,0.435416734704476,-0.980812209262859,0.0000013870519401,0.000000080769959,,,Eri,2,118084,Gl 66,0.264728074001756,,,
8183,8198,10761,510,,110Omi Psc,Torcular,1.756564,9.157736,85.6898,70.82,38.99,14,4.26,-0.405,K0III,0.942,75.808974,37.546943,13.637807,-0.0000027,0.00003149,0.00001827,0.459867349269175,0.159832641002473,0.0000003433450486,0.000000189028854,Omi,110,Psc,1,8183,,126.473634747115,,,
8628,8645,11353,539,,55Zet Cet,Baten Kaitos,1.857676,-10.335038,72.0461,38.78,-38.04,9,3.74,-0.548,K2III,1.136,62.65906,33.12747,-12.925362,-0.00000043,0.00001509,-0.00001472,0.486338411094022,-0.180380435702335,0.0000001880107453,-0.000000184423124,Zet,55,Cet,1,8628,,144.277962312948,,,
8777,8796,11443,544,Gl 78.1,2Alp Tri,Mothallah,1.884696,29.578829,19.4175,12.02,-233.69,-16.2,3.42,1.979,F6IV,0.488,14.872602,7.99818,9.584806,-0.00000366,-0.00000069,-0.00002731,0.493412345902789,0.516247958590462,0.0000000582746044,-0.00000113296109,Alp,2,Tri,1,8777,,14.0734313831835,Alp,3.429,3.409
8813,8832,11502,546,,5Gam2Ari,Mesarthim,1.89217,19.293852,50.3018,79.43,-99.1,-1,3.88,0.372,A1p Si,-0.047,41.769649,22.568336,16.620371,-0.00000303,0.00002038,-0.00002315,0.495368912515682,0.336741238059376,0.0000003850875065,-0.000000480450357,Gam-2,5,Ari,1,8813,,61.8301072751713,Gam,3.892,3.872
8867,8886,11415,542,,45Eps Cas,Segin,1.906584,63.670101,126.2626,31.98,-18.66,-8,3.35,-2.156,B2pvar,-0.15,49.169644,26.806887,113.163436,-0.00000357,0.00002035,-0.0000124,0.499142499629882,1.11125290442047,0.000000155043415,-0.000000090466232,Eps,45,Cas,1,8867,,634.453795775715,,,
8884,8903,11636,553,Gl 80,6Bet Ari,Sheratan,1.910668,20.808035,17.9856,96.32,-108.8,-4,2.64,1.365,A5V...,0.165,14.752622,8.063457,6.389157,-0.00000443,0.00000715,-0.00001032,0.5002117420097,0.363168721573765,0.0000004669725371,-0.000000527477284,Bet,6,Ari,1,8884,,24.7742205763328,,,
9467,9487,12446,595,,113Alp Psc,Alrescha,2.034117,2.763759,46.1681,33.29,-0.42,9,3.82,0.498,A2,0.024,39.728779,23.413015,2.226137,0.00000414,0.00001109,0.00000035,0.53253049920165,0.0482367021831012,0.0000001613944743,-0.000000002036217,Alp,113,Psc,1,9467,,55.0554098484794,Alp,3.832,3.812
9618,9640,12533,603,,57Gam1And,Almach,2.064984,42.329725,120.4819,43.08,-50.85,-12,2.1,-3.305,B8V,1.37,76.368059,45.840864,81.131974,-0.00000358,0.0000272,-0.00003022,0.540611676505169,0.738793066882135,0.0000002088577336,-0.000000246527756,Gam-1,57,And,1,9618,,1828.10021614274,,,
9861,9884,12929,617,Gl 84.3,13Alp Ari,Hamal,2.119555,23.462423,20.1776,190.73,-145.77,-14.4,2.01,0.486,K2III,1.151,15.731986,9.751722,8.03361,-0.00001649,0.00001173,-0.00001894,0.554898130994913,0.409496533262108,0.0000009246851329,-0.000000706712902,Alp,13,Ari,1,9861,,55.6672798150948,,,
10800,10826,14386,681,,68Omi Cet,Mira,2.322442,-2.977643,91.659,10.33,-239.48,64,6.47,1.659,M5e-M9e,0.966,75.131148,52.288786,-4.761374,0.00004649,0.00003795,-0.00010967,0.608013998210965,-0.0519696670282675,0.0000000500812532,-0.000001161031802,Omi,68,Cet,1,10800,,18.8973105443168,Omi,8.511,4.871
11734,11767,8890,424,,1Alp UMi,Polaris,2.52975,89.264109,132.626,44.22,-11.74,-17,1.97,-3.643,F7:Ib-IIv SB,0.636,1.3431,1.047629,132.614909,-0.00001171,0.00002692,-0.00001748,0.662287074865334,1.55795261297515,0.0000002143846095,-0.000000056917126,Alp,1,UMi,1,11734,,2495.74379483157,Alp,1.993,1.953
12082,12114,16160,753,Gl 105A,,268 G. Cet,2.601357,6.88687,7.1803,1806.27,1442.5,26,5.79,6.509,K3V,0.918,5.538462,4.488223,0.861013,-0.00002374,0.00006168,0.00005304,0.681033735135593,0.120198561576743,0.0000087570440678,0.000006993437342,,,Cet,1,12082,Gl 105,0.216970155380085,,,
12159,12191,16175,,,,Buna,2.6172,42.062633,57.8704,-38.74,-39.91,0,7.28,3.468,G0,0.656,33.267021,27.188006,38.769845,0.00001269,-0.00000367,-0.00000831,0.685181270602826,0.734131437970034,-0.0000001878168198,-0.000000193489139,,,And,1,12159,,3.57108345808346,,,
12673,12706,16970,804,Gl 106.1A,86Gam Cet,Kaffaljidhma,2.721678,3.235818,24.4081,-146.43,-145.27,-5.1,3.47,1.532,A3V,0.093,18.440324,15.931398,1.377729,0.00000812,-0.00001588,-0.00001746,0.712533510264116,0.0564756864727112,-0.0000007099126724,-0.000000704288833,Gam,86,Cet,1,12673,Gl 106.1,21.242224773887,,,
12928,12961,,,,,Koeia,2.778575,-23.086611,23.015,292.67,141.42,0,10.25,8.44,M0,1.389,15.812912,14.078244,-9.024692,-0.00001709,0.0000285,0.00001451,0.72742929641174,-0.402937374794314,0.0000014189041989,0.000000685623507,,,Eri,1,12928,,0.0366437574647833,,,
13028,13061,17361,824,,39    Ari,Lilii Borea,2.79848,29.247118,52.6039,148.42,-125.76,-15,4.52,0.915,K1III,1.112,34.120953,30.698125,25.701009,-0.00002362,0.00002966,-0.00003548,0.732640352154066,0.510458508110265,0.0000007195604647,-0.000000609701684,,39,Ari,1,13028,,37.4973002245483,,,
13159,13192,17156,,,,Nushagak,2.828992,71.753232,75.0188,91,-32.45,0,8.17,3.794,G5,0.643,17.335912,15.849496,71.246614,-0.00001406,0.00003199,-0.0000037,0.740628363328931,1.25233014843216,0.0000004411804493,-0.000000157322039,,,Cas,1,13159,,2.64484362685436,,,
13176,13209,17573,838,,41    Ari,Bharani,2.833063,27.260507,50.7872,65.47,-116.59,4,3.61,0.081,B8Vn,-0.1,33.287607,30.498162,23.26243,0.00000149,0.00002322,-0.00002364,0.741694212315771,0.475785603112638,0.0000003174075167,-0.00000056524427,,41,Ari,1,13176,,80.8351037390067,,,
13234,13268,17506,834,,15Eta Per,Miram,2.844945,55.895496,269.5418,16.64,-13.76,-1,3.77,-3.383,K3Ib comp SB,1.69,111.116108,102.442422,223.184985,-0.00000421,0.00002569,-0.00001093,0.744804890888719,0.975560442284333,0.0000000806729964,-0.000000066710362,Eta,15,Per,1,13234,,1964.26464587986,,,
13254,13288,17824,850,,2Tau2Eri,Angetenar,2.850645,-21.004019,57.3066,-39,-16.63,-9,4.76,0.969,K0III,0.906,39.279245,36.32166,-20.540573,-0.00000017,-0.00001491,-0.00000101,0.746297198573315,-0.366589292464506,-0.0000001890773354,-0.000000080624515,Tau-2,2,Eri,1,13254,,35.6779588288562,,,
13667,13701,18322,874,,3Eta Eri,Azha,2.940458,-8.898144,41.8585,77.73,-219.99,-20,3.89,0.781,K1III-IV,1.088,29.694338,28.782724,-6.474577,-0.00003045,-0.00000754,-0.00004094,0.769810125399647,-0.155301917239131,0.0000003768456739,-0.000001066541615,Eta,3,Eri,1,13667,,42.4228654922951,,,
13813,13847,18622,897,,The1Eri,Acamar,2.971023,-40.304672,49.4315,-53.53,25.71,12,2.88,-0.59,A4III+...,0.128,26.85749,26.453029,-31.974932,0.00001851,0.00000023,-0.00000324,0.777812118193322,-0.703449236351026,-0.0000002595207632,0.000000124645597,The-1,,Eri,1,13813,,149.968483550237,,,
13959,13993,18742,,,,Ayeyarwady,3.002961,-20.802604,135.318,-18.14,-22.2,0,7.81,2.153,G8/K0IV,0.936,89.377224,89.515869,-48.058112,0.00000477,-0.00001207,-0.00001361,0.786173240479486,-0.363073926750574,-0.0000000879452017,-0.000000107628637,,,Eri,1,13959,,11.9894704047942,,,
14100,14135,18884,911,,92Alp Cet,Menkar,3.037992,4.089734,76.3942,-11.81,-78.76,-26,2.54,-1.875,M2III,1.63,53.342561,54.414384,5.448321,-0.00001399,-0.00002052,-0.00003099,0.795344514005663,0.0713793229065275,-0.0000000572564957,-0.000000381839254,Alp,92,Cet,1,14100,,489.778819368446,Alp,2.561,2.521
14540,14576,19356,936,,26Bet Per,Algol,3.136148,40.955648,27.571,2.39,-1.44,4,2.09,-0.112,B8V,-0.003,14.189428,15.238793,18.072114,0.00000196,0.00000257,0.00000254,0.821041501386661,0.714810897913476,0.000000011587047,-0.000000006981317,Bet,26,Per,1,14540,,96.560609854155,Bet,2.213,2.073
14632,14668,19476,941,,27Kap Per,Misam,3.158258,44.857544,34.5662,173.01,-142.05,29,3.79,1.097,K0III,0.98,16.593574,18.028979,24.381331,0.00000428,0.00004746,0.00000405,0.826830097291301,0.782911830068961,0.0000008387761487,-0.000000688677833,Kap,27,Per,1,14632,,31.7102743894789,,,
14802,14838,19787,951,,57Del Ari,Botein,3.193822,19.726677,52.0291,154.61,-8.39,25,4.35,0.769,K2IIIvar,1.033,32.830084,36.343153,17.561644,-0.00001233,0.00004453,0.00000664,0.836140687741275,0.344295470086164,0.0000007495704315,-0.000000040675867,Del,57,Ari,1,14802,,42.8943409996782,,,
14843,14879,20010,963,Gl 127A,Alp For,Dalim,3.201249,-28.987618,14.2369,371.49,612.26,-20,3.8,3.033,F8V,0.543,8.329775,9.25728,-6.899408,-0.00001733,0.00001907,0.00004687,0.838085047050492,-0.5059293771979,0.0000018010343419,0.00000296832024,Alp,,For,1,14843,Gl 127,5.33089342236701,,,
15159,15197,20320,984,,13Zet Eri,Zibal,3.263896,-8.81973,33.6474,-3.82,45.52,-4,4.8,2.165,A5m,0.232,21.831836,25.077889,-5.15902,-0.00000144,-0.0000026,0.00000796,0.854485897951027,-0.153933324987114,-0.0000000185198826,0.000000220687187,Zet,13,Eri,1,15159,,11.8576874816716,,,
15471,15510,20794,1008,Gl 139,,82 G. Eri,3.331944,-43.069784,6.0434,3038.08,726.34,86.7,4.26,5.354,G8V,0.711,2.839238,3.381499,-4.127499,-0.00001715,0.00011797,-0.00004501,0.872300798990329,-0.751709535787739,0.0000147290274662,0.000003521395687,,,Eri,1,15471,,0.628637088413049,,,
15539,15578,20868,,,,Intan,3.345183,-33.730104,46.2107,293.78,95.99,0,9.92,6.596,K3/K4IV,1.037,24.611899,29.516952,-25.659946,-0.0000429,0.00005132,0.00001788,0.875766918499269,-0.588701367989304,0.0000014242856307,0.000000465372651,,,For,1,15539,,0.20026266903409,,9.973,9.843
15824,15863,20902,1017,,33Alp Per,Mirfak,3.405378,49.86118,155.2795,24.11,-26.01,-2,1.79,-4.166,F5Ib,0.481,62.885098,77.880689,118.708804,-0.00000555,0.00002202,-0.00001419,0.891526003775061,0.870241751624667,0.0000001168885784,-0.000000126100038,Alp,33,Per,1,15824,,4040.17335373001,,,
16496,16537,22049,1084,Gl 144,18Eps Eri,Ran,3.548848,-9.458262,3.2161,-976.44,17.97,16.9,3.72,6.183,K2V,0.881,1.89897,2.541426,-0.528523,0.00002243,0.00000458,-0.00000256,0.929086175246354,-0.165077815691093,-0.0000047339147024,0.000000087121018,Eps,18,Eri,1,16496,,0.292954382976943,Eps,3.735,3.715
17055,17096,23079,,,,Tupi,3.661992,-52.915838,33.8868,-193.62,-91.92,0,7.12,4.47,F8/G0V,0.583,11.740637,16.723573,-27.033217,0.00001911,-0.00002813,-0.00000911,0.958707143407827,-0.923555598356431,-0.0000009386962483,-0.000000445640735,,,Ret,1,17055,,1.41905752168909,,,
17336,17378,23249,1136,Gl 150,23Del Eri,Rana,3.720806,-9.763395,9.0408,-91.71,742.23,-5.1,3.52,3.739,K0IV,0.915,5.006502,7.370189,-1.533131,0.00000354,-0.00000195,0.00003294,0.974104801552019,-0.170403381714916,-0.0000004446226264,0.000003598432581,Del,23,Eri,1,17336,,2.78227465767512,Del,3.531,3.511
